ticker	name	sector	market_cap	val_avg_3mo	trailingPE	last	mtd_rtn	mo3_rtn	year_rtn	daily_trend	weekly_trend	monthly_trend	trend_rank	pfh_250	days_since_high_250	breakout	longest_consolidation_window	position	price_extreme	vol_5_day_chng	vol_20_day_chng
4191	Abdullah Saad Mohammed Abo Moati for Bookstores Co.	Consumer Discretionary Distribution & Retail	183	82	38.2	44.3	3.3%	-2.6%	15.0%	flat	up:1,*	up:356,177	12	18.3%	177	-	72	67%	-	+85%	-33%
4192	AlSaif Stores for Development and Investment Co.	Consumer Discretionary Distribution & Retail	117	239	39.4	6.7	-1.9%	-2.2%	-5.1%	down:6,5	flat	flat	106	6.6%	547	-	-	-	-	-39%	-57%
4193	Nice One Beauty Digital Marketing Co.	Consumer Discretionary Distribution & Retail	148	66	-	12.85	-8.5%	-8.9%	-60.7%	down:11,1	down:127,63	flat	156	154.2%	346	-	-	-	-	-14%	-46%
4194	Marketing Home Group for Trading Co.	Consumer Discretionary Distribution & Retail	195	157	-	44.0	-1.5%	-5.1%	-	down:2,1	flat	flat	101	72.3%	183	-	-	-	-	-8%	-52%
4200	Aldrees Petroleum and Transport Services Co.	Consumer Discretionary Distribution & Retail	42	37	31.1	111.9	-1.8%	-12.6%	-12.4%	down:17,1	down:121,1	flat	178	37.0%	587	1-Year Low	550	17%	red,red	+33%	-37%
4210	Saudi Research and Media Group	Media and Entertainment	62	85	-	64.25	-9.5%	-21.6%	-64.2%	down:19,*	down:325,*	down:91,*	233	199.1%	569	5-Year Low	-	-	red,red	-13%	-7%
4220	Emaar The Economic City	Real Estate Mgmt & Dev't	55	161	-	9.62	-3.6%	-9.8%	-26.1%	down:18,*	down:334,89	down:949,89	227	46.5%	460	-	-	-	-	-9%	+21%
4230	Red Sea International Co.	Real Estate Mgmt & Dev't	168	32	-	26.42	10.3%	16.9%	-41.7%	up:9,2	down:246,89	down:69,63	129	75.8%	422	-	-	-	-	+8%	+275%
4240	AFG International Co.	Consumer Discretionary Distribution & Retail	140	57	-	12.46	-10.4%	-22.8%	-62.7%	down:45,*	down:85,*	down:39,*	214	168.1%	251	1-Year Low	-	-	red	-67%	-38%
4250	Jabal Omar Development Co.	Real Estate Mgmt & Dev't	28	19	7.9	15.72	4.0%	-1.3%	-19.8%	up:6,1	down:277,87	down:421,87	140	28.8%	575	-	164	62%	-	+50%	+42%
4260	United International Transportation Co.	Transportation	89	59	12.3	29.62	-1.9%	-28.7%	-43.1%	down:48,1	down:168,1	flat	170	96.3%	473	-	-	-	red,red	-5%	+97%
4261	Theeb Rent a Car Co.	Transportation	131	73	10.5	23.4	0.4%	-22.0%	-43.5%	down:162,1	down:297,1	down:101,1	221	85.7%	415	-	-	-	red,red	-13%	-35%
4262	Lumi Rental Co.	Transportation	130	126	10.0	31.54	-3.6%	-17.0%	-47.4%	down:45,2	down:452,2	flat	176	105.0%	577	-	-	-	red,red	+135%	-26%
4263	SAL Saudi Logistics Services Co.	Transportation	43	41	20.2	177.0	-1.7%	3.9%	-0.1%	up:35,20	flat	flat	36	4.8%	499	-	-	-	-	+31%	-51%
4264	Flynas Co.	Transportation	54	45	-	50.65	-9.1%	-3.2%	-32.3%	down:1,*	down:14,2	flat	151	60.1%	261	-	-	-	-	-12%	-44%
4265	Cherry Trading Co.	Transportation	194	128	10.7	22.99	-4.0%	-9.5%	-	down:42,4	flat	flat	96	34.0%	105	-	-	-	red,red	+55%	-38%
4270	Saudi Printing and Packaging Co.	Commercial & Professional Svc	223	204	-	7.44	1.5%	-7.4%	-40.8%	flat	down:219,87	down:836,87	206	69.9%	1259	-	-	-	-	+306%	+273%
4280	Kingdom Holding Co.	Financial Services	20	48	22.0	11.84	1.9%	13.0%	42.5%	flat	up:80,32	up:49,32	10	29.9%	32	-	-	-	-	-35%	-76%
4290	Alkhaleej Training and Education Co.	Consumer Services	160	166	53.0	14.17	-6.8%	-16.8%	-44.6%	down:18,4	down:160,4	down:22,4	235	107.3%	573	-	-	-	red	-15%	-20%
4291	National Company for Learning and Education	Consumer Services	84	200	26.3	128.2	-1.0%	4.9%	-22.1%	flat	down:161,77	flat	114	42.1%	399	-	-	-	-	+21%	-65%
4292	Ataa Educational Co.	Consumer Services	116	214	27.0	45.44	-12.4%	-22.1%	-28.3%	down:48,*	down:162,*	down:4,*	252	52.8%	624	5-Year Low	-	-	red	-58%	+175%
4300	Dar Alarkan Real Estate Development Co.	Real Estate Mgmt & Dev't	25	91	17.5	18.7	3.8%	2.7%	-5.6%	up:11,1	up:10,1	up:464,308	8	8.8%	308	-	273	69%	-	-22%	-30%
4310	Knowledge Economic City	Real Estate Mgmt & Dev't	98	215	-	12.01	-1.2%	0.7%	-8.7%	up:17,16	flat	down:235,80	80	9.9%	570	-	210	46%	-	-40%	+138%
4320	Alandalus Property Co.	Real Estate Mgmt & Dev't	147	251	-	13.87	-0.2%	-10.4%	-34.6%	down:173,1	down:299,1	down:56,1	237	53.1%	573	-	-	-	-	+2%	+158%
4321	Arabian Centres Co.	Real Estate Mgmt & Dev't	56	109	5.3	16.74	-2.1%	-4.6%	-24.4%	down:3,1	down:146,87	down:164,87	211	38.6%	199	-	-	-	-	+35%	-37%
4322	Retal Urban Development Co.	Real Estate Mgmt & Dev't	64	90	23.2	11.19	-6.9%	-25.9%	-27.7%	down:37,2	down:25,2	flat	167	40.5%	400	-	-	-	red	-12%	-54%
4323	Sumou Real Estate Co.	Real Estate Mgmt & Dev't	149	198	10.4	27.32	-3.5%	-10.7%	-32.2%	down:20,*	down:306,87	flat	175	52.6%	570	-	-	-	-	-34%	-21%
4324	Banan Real Estate Co.	Real Estate Mgmt & Dev't	201	253	19.9	3.14	2.3%	-11.8%	-31.3%	down:55,13	down:149,13	flat	166	60.5%	397	-	-	-	-	-55%	+10%
4325	Umm Al Qura for Development and Construction Co.	Real Estate Mgmt & Dev't	23	36	-	17.1	-5.0%	0.2%	-30.2%	up:17,16	down:37,35	flat	60	45.3%	254	-	-	-	-	+40%	-27%
4326	Dar Al Majed Real Estate Co.	Real Estate Mgmt & Dev't	112	115	10.3	7.05	-2.2%	-16.4%	-	down:97,4	flat	flat	102	66.7%	183	-	-	-	red	+19%	-37%
4327	Alramz Real Estate Co.	Real Estate Mgmt & Dev't	115	148	-	53.25	-4.6%	-6.7%	-	down:8,1	flat	flat	97	29.1%	110	-	-	-	-	-25%	-48%
4330	Riyad REIT Fund	REITs	182	260	-	4.92	-2.6%	-3.5%	-6.5%	down:6,*	down:569,*	down:692,*	258	11.4%	965	All-Time Low	162	0%	-	+76%	-38%
4331	AlJazira REIT	REITs	266	259	46.4	11.19	2.3%	-3.1%	-18.1%	up:6,4	down:545,87	down:528,87	144	23.8%	753	-	-	-	-	-86%	+351%
4332	Jadwa REIT Al Haramain Fund	REITs	249	272	12.2	4.91	-1.2%	-0.4%	-9.1%	flat	down:286,77	down:1008,77	203	18.7%	760	-	-	-	-	+21%	-48%
4333	Taleem REIT Fund	REITs	219	264	14.9	10.52	-2.2%	3.3%	8.2%	up:70,18	up:33,18	down:787,265	42	3.9%	18	-	-	-	-	-55%	+9%
4334	AL Maather REIT Fund	REITs	215	270	14.2	9.06	0.7%	1.6%	-1.2%	up:28,18	flat	flat	34	5.6%	306	-	-	-	-	-42%	-31%
4335	Musharaka REIT Fund	REITs	243	267	-	3.77	-4.3%	-10.4%	-10.9%	down:72,4	down:93,4	down:878,4	266	19.4%	1246	-	-	-	red,red	+4%	-24%
4336	Mulkia Gulf Real Estate REIT	REITs	226	268	-	4.6	-0.4%	-0.9%	-5.7%	flat	down:1018,88	down:904,88	205	6.5%	1251	-	-	-	-	+19%	-3%
4337	AL AZIZIAH REIT Fund	REITs	251	262	-	5.06	-0.8%	-5.1%	17.7%	down:1,*	up:99,70	flat	52	9.3%	70	-	58	16%	-	-78%	+80%
4338	AlAhli REIT Fund 1	REITs	180	266	43.7	6.47	0.6%	-0.5%	-6.5%	flat	down:568,89	down:696,89	204	8.4%	1194	-	211	60%	-	+199%	-15%
4339	Derayah REIT Fund	REITs	212	249	57.7	5.39	-5.3%	2.3%	-0.9%	flat	flat	down:733,119	123	6.5%	1230	-	-	-	-	+38%	-18%
4340	Al Rajhi REIT Fund	REITs	123	233	11.9	8.21	0.2%	-1.2%	-0.7%	flat	flat	down:714,119	124	2.6%	1234	-	-	-	-	+10%	-37%
4342	Jadwa REIT Saudi Fund	REITs	132	210	37.0	10.61	-2.7%	-6.4%	4.8%	down:24,3	flat	down:459,330	185	10.3%	90	-	458	41%	-	-50%	+74%
4344	SEDCO Capital REIT Fund	REITs	150	237	-	7.85	0.1%	3.3%	11.8%	up:79,5	up:36,5	down:685,149	39	3.4%	5	-	-	-	green	-39%	-7%
4345	Alinma Retail REIT Fund	REITs	213	224	6.8	4.82	0.0%	2.6%	7.1%	flat	up:36,9	down:979,117	66	3.5%	9	-	-	-	-	-49%	-8%
4346	MEFIC REIT Fund	REITs	255	265	22.4	3.35	-1.8%	-6.2%	-11.1%	down:67,1	down:549,1	down:915,1	241	14.0%	575	7-Year Low	-	-	-	-17%	-38%
4347	Bonyan REIT Fund	REITs	143	236	17.8	10.08	0.9%	4.5%	10.5%	up:46,7	up:78,7	up:22,7	3	0.9%	7	-	-	-	-	-71%	-35%
4348	Alkhabeer REIT Fund	REITs	191	257	26.7	5.71	-0.4%	-1.6%	-0.2%	down:3,1	flat	down:824,87	188	2.3%	1252	-	286	59%	-	+16%	+11%
4349	Alinma Hospitality REIT Fund	REITs	186	234	16.6	8.12	-1.9%	-1.8%	0.9%	down:1,*	flat	flat	108	3.2%	629	-	566	23%	-	-75%	+182%
4350	Alistithmar AREIC Diversified REIT Fund	REITs	227	261	-	7.08	1.4%	-4.7%	-19.1%	down:58,3	down:182,3	flat	169	29.2%	449	-	404	28%	red	+475%	+210%
4700	Al Khabeer Diversified Income Traded Fund	Closed-End Fund	-	271	-	4.8	0.0%	-2.4%	-16.4%	down:98,5	down:348,5	down:367,5	271	24.8%	1365	-	-	-	-	-12%	-13%
4702	Al Khabeer Diversified Income Traded Fund 2030	Closed-End Fund	-	245	-	7.47	2.3%	-4.7%	-3.5%	flat	down:43,28	flat	116	7.6%	499	-	-	-	-	+34%	-89%
4703	SEDCO Capital Multi Asset Traded Fund	Closed-End Fund	-	263	-	6.74	5.1%	-2.3%	7.0%	up:3,*	down:44,37	flat	59	7.4%	120	-	442	59%	-	+18%	+32%
5110	Saudi Energy Co.	Utilities	13	46	16.7	17.59	-1.2%	-0.3%	18.4%	up:24,18	up:54,18	down:631,89	41	4.4%	18	-	-	-	-	-16%	-33%
6001	Halwani Bros. Co.	Food & Beverages	167	218	24.9	31.6	-3.5%	-1.0%	-26.2%	up:15,9	down:331,88	down:677,88	132	48.7%	449	-	-	-	-	-64%	+61%
6002	Herfy Food Services Co.	Consumer Services	177	209	-	13.94	-6.7%	-6.9%	-39.4%	down:20,1	down:552,87	down:954,87	264	88.7%	1167	-	-	-	-	-36%	+2%
6004	CATRION Catering Holding Co.	Commercial & Professional Svc	76	87	18.2	73.7	-1.5%	3.0%	-38.2%	flat	down:245,67	down:75,67	197	61.7%	575	-	-	-	-	+59%	-33%
6010	National Agricultural Development Co.	Food & Beverages	83	67	13.2	15.47	-2.2%	-10.0%	-27.7%	down:27,1	down:383,1	flat	173	46.5%	548	-	-	-	red,red	-55%	-27%
6012	Raydan Food Co.	Consumer Services	267	248	-	14.12	-5.7%	-24.6%	-52.6%	down:3,*	down:444,35	down:659,35	229	123.4%	544	-	-	-	-	-53%	+58%
6013	Development Works Food Co.	Consumer Services	257	176	-	96.9	-2.9%	-1.2%	-5.8%	up:18,7	down:140,38	down:414,38	125	52.6%	177	-	-	-	-	-47%	+177%
6014	Alamar Foods Co.	Consumer Services	169	175	20.2	37.92	-5.1%	-16.0%	-29.5%	down:38,1	down:732,1	flat	183	42.3%	845	-	-	-	red	-30%	-16%
6015	Americana Restaurants International PLC - Foreign Company	Consumer Services	36	21	19.6	2.13	1.9%	10.9%	-3.6%	up:34,2	flat	flat	37	5.6%	708	-	193	85%	green	+46%	-46%
6016	Shatirah House Restaurant Co.	Consumer Services	235	169	70.2	7.38	-3.9%	-6.0%	-25.8%	down:29,*	down:174,67	flat	168	43.4%	408	-	-	-	-	-42%	-36%
6017	Jahez International Company for Information System Technology	Consumer Services	113	31	13.2	12.49	-8.5%	0.6%	-53.6%	down:2,1	down:148,67	flat	158	122.6%	353	-	-	-	-	-54%	-39%
6018	Sport Clubs Co.	Consumer Services	190	55	18.4	6.83	-2.8%	-4.5%	-	down:44,38	flat	flat	103	88.9%	234	-	-	-	-	+46%	-12%
6019	Al Masar Al Shamil Education Co.	Consumer Services	122	131	17.2	23.3	-1.3%	6.9%	-	up:24,7	flat	flat	33	17.9%	135	-	-	-	-	-39%	-40%
6020	Al Gassim Investment Holding Co.	Food & Beverages	239	226	30.1	12.56	-3.9%	-8.8%	-24.8%	flat	down:154,36	down:528,36	191	52.1%	354	-	-	-	-	-89%	+191%
6040	Tabuk Agricultural Development Co.	Food & Beverages	256	191	-	7.24	3.3%	4.0%	-32.6%	up:12,8	down:515,39	down:805,39	141	52.4%	575	-	-	-	-	-78%	+80%
6050	Saudi Fisheries Co.	Food & Beverages	252	33	-	65.9	-16.6%	44.0%	-32.3%	up:17,7	flat	down:874,36	75	47.8%	448	-	-	-	-	-41%	+864%
6060	Ash-Sharqiyah Development Co.	Food & Beverages	242	116	-	15.1	0.1%	12.4%	-10.9%	up:16,8	flat	down:799,87	90	14.8%	1340	-	-	-	-	-65%	+1035%
6070	Al-Jouf Agricultural Development Co.	Food & Beverages	142	192	19.4	41.72	-5.0%	-16.9%	-3.4%	down:6,1	down:36,1	down:150,139	207	26.9%	72	-	-	-	-	-70%	+42%
6090	Jazan Development and Investment Co.	Food & Beverages	233	250	-	8.2	-2.8%	-8.4%	-23.3%	flat	down:479,91	down:856,91	201	36.6%	578	-	140	43%	-	-65%	+197%
7010	Saudi Telecom Co.	Telecommunication Services	5	9	14.2	43.18	-0.1%	-0.3%	3.6%	flat	up:34,21	up:374,303	13	4.6%	303	-	202	49%	-	-8%	-39%
7020	Etihad Etisalat Co.	Telecommunication Services	14	17	14.7	61.35	1.5%	-10.0%	6.3%	down:53,14	flat	up:1281,110	46	16.3%	110	-	-	-	-	-29%	-18%
7030	Mobile Telecommunication Company Saudi Arabia	Telecommunication Services	48	56	16.9	10.15	-4.0%	-15.4%	-1.8%	down:40,*	down:10,*	down:450,268	216	19.0%	309	-	296	2%	red,red	-31%	-16%
7040	Etihad GO Telecom Co.	Telecommunication Services	106	64	12.1	86.45	-3.1%	-7.6%	-11.7%	down:12,2	down:12,2	up:765,553	94	30.2%	553	-	581	13%	-	-47%	-33%
7200	Al Moammar Information Systems Co.	Software & Services	86	83	51.0	232.6	-0.1%	30.0%	77.0%	up:63,10	up:136,10	up:145,10	5	1.0%	10	-	-	-	green,green	-29%	0%
7201	Arab Sea Information System Co.	Software & Services	244	197	-	3.37	-6.1%	-10.6%	-35.4%	down:1,*	down:401,38	down:555,38	262	65.9%	1125	-	-	-	-	-64%	+135%
7202	Arabian Internet and Communications Services Co.	Software & Services	24	52	15.3	203.1	-0.6%	-10.4%	-19.4%	down:14,8	down:295,87	down:89,87	238	30.5%	574	-	-	-	-	-35%	-50%
7203	Elm Co.	Software & Services	16	10	20.2	643.0	-6.4%	5.5%	-29.8%	flat	down:236,67	flat	113	47.8%	367	-	-	-	-	-14%	-51%
7204	Perfect Presentation for Commercial Services Co.	Software & Services	121	177	15.4	6.18	-6.2%	-17.5%	-44.2%	down:41,*	down:326,*	flat	177	81.2%	585	All-Time Low	-	-	red	-35%	-59%
7211	Saudi Azm for Communication and Information Technology Co.	Software & Services	152	225	29.9	21.15	-1.3%	-13.3%	-30.1%	down:37,3	down:4,3	flat	149	43.0%	247	-	-	-	red,red	+340%	+69%
8010	The Company for Cooperative Insurance	Insurance	27	28	17.5	137.3	-6.7%	4.4%	-6.1%	flat	up:28,20	up:28,20	9	16.8%	20	-	581	43%	-	-16%	-44%
8012	Aljazira Takaful Taawuni Co.	Insurance	197	223	19.3	12.1	3.0%	2.6%	-7.2%	up:26,10	flat	down:481,87	84	9.5%	707	-	-	-	-	-28%	+13%
8020	Malath Cooperative Insurance Co.	Insurance	234	199	20.4	10.35	1.0%	11.3%	-20.3%	up:22,1	down:339,87	down:469,87	143	30.7%	732	-	-	-	green	+21%	+74%
8030	The Mediterranean and Gulf Insurance and Reinsurance Co.	Insurance	137	76	37.7	15.35	-5.9%	3.2%	-18.8%	flat	flat	down:143,133	121	23.6%	544	-	-	-	-	+50%	-32%
8040	Mutakamela Insurance Co.	Insurance	217	180	68.5	13.92	15.7%	46.5%	-14.1%	up:14,*	flat	down:479,36	79	18.5%	544	-	-	-	green	-4%	+611%
8050	Salama Cooperative Insurance Co.	Insurance	263	221	-	8.95	-11.7%	8.4%	-31.0%	up:15,12	down:412,67	down:372,67	137	53.8%	556	-	-	-	-	-51%	+111%
8060	Walaa Cooperative Insurance Co.	Insurance	159	168	-	10.34	-1.2%	5.5%	-32.4%	flat	down:329,75	down:214,75	194	47.9%	544	-	-	-	-	+11%	-12%
8070	Arabian Shield Cooperative Insurance Co.	Insurance	184	201	-	12.17	1.4%	5.4%	-24.4%	up:39,23	flat	down:262,67	78	32.3%	544	-	-	-	-	+27%	-36%
8100	Saudi Arabian Cooperative Insurance Co.	Insurance	259	190	11.4	10.52	-0.8%	14.4%	-29.5%	up:27,10	down:308,74	down:281,74	134	43.7%	544	-	-	-	-	0%	+34%
8120	Gulf Union Alahlia Cooperative Insurance Co.	Insurance	224	205	-	14.52	8.9%	30.0%	-2.6%	up:65,2	flat	down:137,86	77	3.8%	544	-	-	-	green,green	-38%	-29%
8150	Allied Cooperative Insurance Group	Insurance	265	193	-	7.09	1.7%	4.6%	-39.4%	up:14,2	down:325,36	down:421,36	133	70.0%	538	-	-	-	-	+2%	+90%
8160	Arabia Insurance Cooperative Co.	Insurance	236	254	80.8	8.41	-5.1%	-2.0%	-26.3%	up:11,10	down:447,72	down:864,72	138	38.5%	556	-	-	-	-	+1%	+271%
8170	Al-Etihad Cooperative Insurance Co.	Insurance	250	211	-	7.39	8.7%	10.5%	-43.4%	up:11,2	down:409,37	down:263,37	135	77.3%	544	-	-	-	-	+171%	+146%
8180	Al Sagr Cooperative Insurance Co.	Insurance	253	174	-	11.35	-3.7%	11.6%	-18.2%	flat	flat	down:515,87	122	26.2%	554	-	-	-	-	-28%	-41%
8190	United Cooperative Assurance Co.	Insurance	268	222	-	3.25	-3.0%	3.5%	-54.6%	up:25,9	down:419,89	down:852,89	136	120.3%	554	-	-	-	-	-10%	-31%
8200	Saudi Reinsurance Co.	Insurance	95	93	29.0	26.7	3.5%	-0.7%	-16.8%	up:2,1	down:127,87	up:1412,376	25	31.7%	376	-	70	59%	-	-19%	-19%
8210	Bupa Arabia for Cooperative Insurance Co.	Insurance	22	47	24.0	158.9	-9.2%	-12.2%	-4.6%	down:9,1	up:39,22	flat	51	23.7%	22	-	-	-	-	-12%	-48%
8230	Al-Rajhi Company for Cooperative Insurance	Insurance	49	43	22.4	49.68	-4.3%	-12.5%	-20.1%	down:4,*	flat	flat	105	25.1%	490	-	-	-	-	-27%	-23%
8240	CHUBB Arabia Cooperative Insurance Co.	Insurance	206	138	52.6	17.86	-6.2%	-5.6%	-29.9%	down:2,*	down:151,87	flat	159	83.9%	361	-	-	-	-	-10%	-15%
8250	Gulf Insurance Group	Insurance	153	162	10.0	30.76	-5.8%	21.3%	17.2%	up:76,12	up:24,12	down:279,133	40	6.2%	12	-	-	-	-	+3%	-30%
8260	Gulf General Cooperative Insurance Co.	Insurance	269	242	-	3.87	-2.0%	-2.3%	-29.5%	flat	down:479,67	down:925,67	195	42.1%	544	-	103	45%	-	-34%	-35%
8280	LIVA Insurance Co.	Insurance	241	183	15.0	14.88	18.8%	39.8%	17.4%	up:34,2	flat	down:414,80	69	6.4%	2	-	-	-	green	+361%	+194%
8300	Wataniya Insurance Co.	Insurance	220	173	13.1	12.98	-3.1%	-5.7%	-23.5%	flat	down:333,87	down:229,87	193	32.5%	507	-	171	43%	-	+3%	+11%
8310	Amana Cooperative Insurance Co.	Insurance	261	152	-	7.13	-4.0%	16.3%	-14.4%	up:56,10	flat	down:1030,80	82	16.8%	579	-	-	-	-	-39%	0%
8311	Saudi Enaya Cooperative Insurance Co.	Insurance	264	129	-	8.7	-24.0%	-1.4%	-9.4%	down:3,1	up:22,11	down:1064,131	120	39.7%	39	-	-	-	-	+13%	0%
8313	Rasan Information Technology Co.	Insurance	47	12	52.2	139.0	-10.1%	-1.7%	59.8%	down:1,*	up:270,20	flat	50	13.7%	20	-	-	-	-	-3%	+123%
